instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
143610375,560978,CRUDEOILM26AUGFUT,"CRUDEOILM",0,2026-08-19,0,1,1,FUT,MCX-FUT,MCX
144870407,565900,CRUDEOILM26SEPFUT,"CRUDEOILM",0,2026-09-21,0,1,1,FUT,MCX-FUT,MCX
145894663,569901,CRUDEOILM26OCTFUT,"CRUDEOILM",0,2026-10-19,0,1,1,FUT,MCX-FUT,MCX
146796295,573423,CRUDEOILM26NOVFUT,"CRUDEOILM",0,2026-11-19,0,1,1,FUT,MCX-FUT,MCX
141498119,552727,ELECDMBL26MAYFUT,"ELECDMBL",0,2026-05-29,0,1,1,FUT,MCX-FUT,MCX
143888135,562063,ELECDMBL26JUNFUT,"ELECDMBL",0,2026-06-29,0,1,1,FUT,MCX-FUT,MCX
145624583,568846,ELECDMBL26JULFUT,"ELECDMBL",0,2026-07-30,0,1,1,FUT,MCX-FUT,MCX
146255879,571312,ELECDMBL26AUGFUT,"ELECDMBL",0,2026-08-28,0,1,1,FUT,MCX-FUT,MCX
117574919,459277,GOLD26JUNFUT,"GOLD",0,2026-06-05,0,1,1,FUT,MCX-FUT,MCX
119445255,466583,GOLD26AUGFUT,"GOLD",0,2026-08-05,0,1,1,FUT,MCX-FUT,MCX
123668231,483079,GOLD26OCTFUT,"GOLD",0,2026-10-05,0,1,1,FUT,MCX-FUT,MCX
126774535,495213,GOLD26DECFUT,"GOLD",0,2026-12-04,0,1,1,FUT,MCX-FUT,MCX
143342855,559933,GOLD27FEBFUT,"GOLD",0,2027-02-05,0,1,1,FUT,MCX-FUT,MCX
145772551,569424,GOLD27APRFUT,"GOLD",0,2027-04-05,0,1,1,FUT,MCX-FUT,MCX
125128967,488785,GOLDGUINEA26MAYFUT,"GOLDGUINEA",0,2026-05-29,0,1,1,FUT,MCX-FUT,MCX
130679047,510465,GOLDGUINEA26JUNFUT,"GOLDGUINEA",0,2026-06-30,0,1,1,FUT,MCX-FUT,MCX
141496327,552720,GOLDGUINEA26JULFUT,"GOLDGUINEA",0,2026-07-31,0,1,1,FUT,MCX-FUT,MCX
143886087,562055,GOLDGUINEA26AUGFUT,"GOLDGUINEA",0,2026-08-31,0,1,1,FUT,MCX-FUT,MCX
145622535,568838,GOLDGUINEA26SEPFUT,"GOLDGUINEA",0,2026-09-30,0,1,1,FUT,MCX-FUT,MCX
146254087,571305,GOLDGUINEA26OCTFUT,"GOLDGUINEA",0,2026-10-30,0,1,1,FUT,MCX-FUT,MCX
125882119,491727,GOLDM26JUNFUT,"GOLDM",0,2026-06-05,0,1,1,FUT,MCX-FUT,MCX
130755591,510764,GOLDM26JULFUT,"GOLDM",0,2026-07-03,0,1,1,FUT,MCX-FUT,MCX
142316039,555922,GOLDM26AUGFUT,"GOLDM",0,2026-08-05,0,1,1,FUT,MCX-FUT,MCX
144370183,563946,GOLDM26SEPFUT,"GOLDM",0,2026-09-04,0,1,1,FUT,MCX-FUT,MCX
145664775,569003,GOLDM26OCTFUT,"GOLDM",0,2026-10-05,0,1,1,FUT,MCX-FUT,MCX
146289927,571445,GOLDM26NOVFUT,"GOLDM",0,2026-11-05,0,1,1,FUT,MCX-FUT,MCX
125132295,488798,GOLDPETAL26MAYFUT,"GOLDPETAL",0,2026-05-29,0,1,1,FUT,MCX-FUT,MCX
130678791,510464,GOLDPETAL26JUNFUT,"GOLDPETAL",0,2026-06-30,0,1,1,FUT,MCX-FUT,MCX
141496583,552721,GOLDPETAL26JULFUT,"GOLDPETAL",0,2026-07-31,0,1,1,FUT,MCX-FUT,MCX
143886343,562056,GOLDPETAL26AUGFUT,"GOLDPETAL",0,2026-08-31,0,1,1,FUT,MCX-FUT,MCX
145622791,568839,GOLDPETAL26SEPFUT,"GOLDPETAL",0,2026-09-30,0,1,1,FUT,MCX-FUT,MCX
146254343,571306,GOLDPETAL26OCTFUT,"GOLDPETAL",0,2026-10-30,0,1,1,FUT,MCX-FUT,MCX
125129479,488787,GOLDTEN26MAYFUT,"GOLDTEN",0,2026-05-29,0,1,1,FUT,MCX-FUT,MCX
130678535,510463,GOLDTEN26JUNFUT,"GOLDTEN",0,2026-06-30,0,1,1,FUT,MCX-FUT,MCX
141496839,552722,GOLDTEN26JULFUT,"GOLDTEN",0,2026-07-31,0,1,1,FUT,MCX-FUT,MCX
143886599,562057,GOLDTEN26AUGFUT,"GOLDTEN",0,2026-08-31,0,1,1,FUT,MCX-FUT,MCX
145623047,568840,GOLDTEN26SEPFUT,"GOLDTEN",0,2026-09-30,0,1,1,FUT,MCX-FUT,MCX
146254599,571307,GOLDTEN26OCTFUT,"GOLDTEN",0,2026-10-30,0,1,1,FUT,MCX-FUT,MCX
124843271,487669,KAPAS26NOVFUT,"KAPAS",0,2026-11-30,0,0.5,1,FUT,MCX-FUT,MCX
141495815,552718,KAPAS27FEBFUT,"KAPAS",0,2027-02-26,0,0.5,1,FUT,MCX-FUT,MCX
145624071,568844,KAPAS27APRFUT,"KAPAS",0,2027-04-30,0,0.5,1,FUT,MCX-FUT,MCX
130681863,510476,LEAD26MAYFUT,"LEAD",0,2026-05-29,0,0.05,1,FUT,MCX-FUT,MCX
141493511,552709,LEAD26JUNFUT,"LEAD",0,2026-06-30,0,0.05,1,FUT,MCX-FUT,MCX
143884551,562049,LEAD26JULFUT,"LEAD",0,2026-07-31,0,0.05,1,FUT,MCX-FUT,MCX
145621255,568833,LEAD26AUGFUT,"LEAD",0,2026-08-31,0,0.05,1,FUT,MCX-FUT,MCX
146252807,571300,LEAD26SEPFUT,"LEAD",0,2026-09-30,0,0.05,1,FUT,MCX-FUT,MCX
130682119,510477,LEADMINI26MAYFUT,"LEADMINI",0,2026-05-29,0,0.05,1,FUT,MCX-FUT,MCX
141493767,552710,LEADMINI26JUNFUT,"LEADMINI",0,2026-06-30,0,0.05,1,FUT,MCX-FUT,MCX
143884807,562050,LEADMINI26JULFUT,"LEADMINI",0,2026-07-31,0,0.05,1,FUT,MCX-FUT,MCX
145620999,568832,LEADMINI26AUGFUT,"LEADMINI",0,2026-08-31,0,0.05,1,FUT,MCX-FUT,MCX
146252551,571299,LEADMINI26SEPFUT,"LEADMINI",0,2026-09-30,0,0.05,1,FUT,MCX-FUT,MCX
143611655,560983,MCXBULLDEX26MAYFUT,"MCXBULLDEX",0,2026-05-27,0,1,1,FUT,MCX-FUT,MCX
144869895,565898,MCXBULLDEX26JUNFUT,"MCXBULLDEX",0,2026-06-24,0,1,1,FUT,MCX-FUT,MCX
145883399,569857,MCXBULLDEX26JULFUT,"MCXBULLDEX",0,2026-07-29,0,1,1,FUT,MCX-FUT,MCX
146988039,574172,MCXBULLDEX26AUGFUT,"MCXBULLDEX",0,2026-08-28,0,1,1,FUT,MCX-FUT,MCX
144546055,564633,MCXMETLDEX26JUNFUT,"MCXMETLDEX",0,2026-06-23,0,1,1,FUT,MCX-FUT,MCX
145760007,569375,MCXMETLDEX26JULFUT,"MCXMETLDEX",0,2026-07-24,0,1,1,FUT,MCX-FUT,MCX
146628359,572767,MCXMETLDEX26AUGFUT,"MCXMETLDEX",0,2026-08-24,0,1,1,FUT,MCX-FUT,MCX
125133319,488802,MENTHAOIL26MAYFUT,"MENTHAOIL",0,2026-05-29,0,0.1,1,FUT,MCX-FUT,MCX
130684167,510485,MENTHAOIL26JUNFUT,"MENTHAOIL",0,2026-06-30,0,0.1,1,FUT,MCX-FUT,MCX
141496071,552719,MENTHAOIL26JULFUT,"MENTHAOIL",0,2026-07-31,0,0.1,1,FUT,MCX-FUT,MCX
143887879,562062,MENTHAOIL26AUGFUT,"MENTHAOIL",0,2026-08-31,0,0.1,1,FUT,MCX-FUT,MCX
145624327,568845,MENTHAOIL26SEPFUT,"MENTHAOIL",0,2026-09-30,0,0.1,1,FUT,MCX-FUT,MCX
146279175,571403,MENTHAOIL26OCTFUT,"MENTHAOIL",0,2026-10-30,0,0.1,1,FUT,MCX-FUT,MCX
125057543,488506,NATGASMINI26MAYFUT,"NATGASMINI",0,2026-05-26,0,0.1,1,FUT,MCX-FUT,MCX
129092103,504266,NATGASMINI26JUNFUT,"NATGASMINI",0,2026-06-25,0,0.1,1,FUT,MCX-FUT,MCX
137903623,538686,NATGASMINI26JULFUT,"NATGASMINI",0,2026-07-28,0,0.1,1,FUT,MCX-FUT,MCX
143743239,561497,NATGASMINI26AUGFUT,"NATGASMINI",0,2026-08-26,0,0.1,1,FUT,MCX-FUT,MCX
145470983,568246,NATGASMINI26SEPFUT,"NATGASMINI",0,2026-09-25,0,0.1,1,FUT,MCX-FUT,MCX
146112263,570751,NATGASMINI26OCTFUT,"NATGASMINI",0,2026-10-27,0,0.1,1,FUT,MCX-FUT,MCX
125057287,488505,NATURALGAS26MAYFUT,"NATURALGAS",0,2026-05-26,0,0.1,1,FUT,MCX-FUT,MCX
129091847,504265,NATURALGAS26JUNFUT,"NATURALGAS",0,2026-06-25,0,0.1,1,FUT,MCX-FUT,MCX
137903367,538685,NATURALGAS26JULFUT,"NATURALGAS",0,2026-07-28,0,0.1,1,FUT,MCX-FUT,MCX
143742983,561496,NATURALGAS26AUGFUT,"NATURALGAS",0,2026-08-26,0,0.1,1,FUT,MCX-FUT,MCX
145470727,568245,NATURALGAS26SEPFUT,"NATURALGAS",0,2026-09-25,0,0.1,1,FUT,MCX-FUT,MCX
146112007,570750,NATURALGAS26OCTFUT,"NATURALGAS",0,2026-10-27,0,0.1,1,FUT,MCX-FUT,MCX
141494791,552714,NICKEL26JUNFUT,"NICKEL",0,2026-06-17,0,0.1,1,FUT,MCX-FUT,MCX
143885063,562051,NICKEL26JULFUT,"NICKEL",0,2026-07-15,0,0.1,1,FUT,MCX-FUT,MCX
145622279,568837,NICKEL26AUGFUT,"NICKEL",0,2026-08-19,0,0.1,1,FUT,MCX-FUT,MCX
146253831,571304,NICKEL26SEPFUT,"NICKEL",0,2026-09-16,0,0.1,1,FUT,MCX-FUT,MCX
118822407,464150,SILVER26JULFUT,"SILVER",0,2026-07-03,0,1,1,FUT,MCX-FUT,MCX
120761607,471725,SILVER26SEPFUT,"SILVER",0,2026-09-04,0,1,1,FUT,MCX-FUT,MCX
126774791,495214,SILVER26DECFUT,"SILVER",0,2026-12-04,0,1,1,FUT,MCX-FUT,MCX
144542471,564619,SILVER27MARFUT,"SILVER",0,2027-03-05,0,1,1,FUT,MCX-FUT,MCX
146629639,572772,SILVER27MAYFUT,"SILVER",0,2027-05-05,0,1,1,FUT,MCX-FUT,MCX
118822663,464151,SILVERM26JUNFUT,"SILVERM",0,2026-06-30,0,1,1,FUT,MCX-FUT,MCX
120761863,471726,SILVERM26AUGFUT,"SILVERM",0,2026-08-31,0,1,1,FUT,MCX-FUT,MCX
123668487,483080,SILVERM26NOVFUT,"SILVERM",0,2026-11-30,0,1,1,FUT,MCX-FUT,MCX
144542727,564620,SILVERM27FEBFUT,"SILVERM",0,2027-02-26,0,1,1,FUT,MCX-FUT,MCX
146629895,572773,SILVERM27APRFUT,"SILVERM",0,2027-04-30,0,1,1,FUT,MCX-FUT,MCX
122157319,477177,SILVERMIC26JUNFUT,"SILVERMIC",0,2026-06-30,0,1,1,FUT,MCX-FUT,MCX
125129735,488788,SILVERMIC26AUGFUT,"SILVERMIC",0,2026-08-31,0,1,1,FUT,MCX-FUT,MCX
143886855,562058,SILVERMIC26NOVFUT,"SILVERMIC",0,2026-11-30,0,1,1,FUT,MCX-FUT,MCX
130681607,510475,STEELREBAR26MAYFUT,"STEELREBAR",0,2026-05-29,0,10,1,FUT,MCX-FUT,MCX
141494535,552713,STEELREBAR26JUNFUT,"STEELREBAR",0,2026-06-30,0,10,1,FUT,MCX-FUT,MCX
143885319,562052,STEELREBAR26JULFUT,"STEELREBAR",0,2026-07-31,0,10,1,FUT,MCX-FUT,MCX
145621511,568834,STEELREBAR26AUGFUT,"STEELREBAR",0,2026-08-31,0,10,1,FUT,MCX-FUT,MCX
146253063,571301,STEELREBAR26SEPFUT,"STEELREBAR",0,2026-09-30,0,10,1,FUT,MCX-FUT,MCX
130682375,510478,ZINC26MAYFUT,"ZINC",0,2026-05-29,0,0.05,1,FUT,MCX-FUT,MCX
141494023,552711,ZINC26JUNFUT,"ZINC",0,2026-06-30,0,0.05,1,FUT,MCX-FUT,MCX
143885575,562053,ZINC26JULFUT,"ZINC",0,2026-07-31,0,0.05,1,FUT,MCX-FUT,MCX
145622023,568836,ZINC26AUGFUT,"ZINC",0,2026-08-31,0,0.05,1,FUT,MCX-FUT,MCX
146253575,571303,ZINC26SEPFUT,"ZINC",0,2026-09-30,0,0.05,1,FUT,MCX-FUT,MCX
130682631,510479,ZINCMINI26MAYFUT,"ZINCMINI",0,2026-05-29,0,0.05,1,FUT,MCX-FUT,MCX
141494279,552712,ZINCMINI26JUNFUT,"ZINCMINI",0,2026-06-30,0,0.05,1,FUT,MCX-FUT,MCX
143885831,562054,ZINCMINI26JULFUT,"ZINCMINI",0,2026-07-31,0,0.05,1,FUT,MCX-FUT,MCX
145621767,568835,ZINCMINI26AUGFUT,"ZINCMINI",0,2026-08-31,0,0.05,1,FUT,MCX-FUT,MCX
146253319,571302,ZINCMINI26SEPFUT,"ZINCMINI",0,2026-09-30,0,0.05,1,FUT,MCX-FUT,MCX
143888391,562064,COPPER26JUN1275CE,"COPPER",0,2026-06-23,1275,0.01,1,CE,MCX-OPT,MCX
143888647,562065,COPPER26JUN1275PE,"COPPER",0,2026-06-23,1275,0.01,1,PE,MCX-OPT,MCX
143889415,562068,COPPER26JUN1270CE,"COPPER",0,2026-06-23,1270,0.01,1,CE,MCX-OPT,MCX
143889671,562069,COPPER26JUN1265CE,"COPPER",0,2026-06-23,1265,0.01,1,CE,MCX-OPT,MCX
143889927,562070,COPPER26JUN1260CE,"COPPER",0,2026-06-23,1260,0.01,1,CE,MCX-OPT,MCX
143890183,562071,COPPER26JUN1255CE,"COPPER",0,2026-06-23,1255,0.01,1,CE,MCX-OPT,MCX
143890439,562072,COPPER26JUN1250CE,"COPPER",0,2026-06-23,1250,0.01,1,CE,MCX-OPT,MCX
143890695,562073,COPPER26JUN1245CE,"COPPER",0,2026-06-23,1245,0.01,1,CE,MCX-OPT,MCX
143890951,562074,COPPER26JUN1240CE,"COPPER",0,2026-06-23,1240,0.01,1,CE,MCX-OPT,MCX
143891207,562075,COPPER26JUN1235CE,"COPPER",0,2026-06-23,1235,0.01,1,CE,MCX-OPT,MCX
143891463,562076,COPPER26JUN1230CE,"COPPER",0,2026-06-23,1230,0.01,1,CE,MCX-OPT,MCX
143891719,562077,COPPER26JUN1225CE,"COPPER",0,2026-06-23,1225,0.01,1,CE,MCX-OPT,MCX
143891975,562078,COPPER26JUN1220CE,"COPPER",0,2026-06-23,1220,0.01,1,CE,MCX-OPT,MCX
143892231,562079,COPPER26JUN1215CE,"COPPER",0,2026-06-23,1215,0.01,1,CE,MCX-OPT,MCX
143892487,562080,COPPER26JUN1210CE,"COPPER",0,2026-06-23,1210,0.01,1,CE,MCX-OPT,MCX
143892743,562081,COPPER26JUN1205CE,"COPPER",0,2026-06-23,1205,0.01,1,CE,MCX-OPT,MCX
143892999,562082,COPPER26JUN1280CE,"COPPER",0,2026-06-23,1280,0.01,1,CE,MCX-OPT,MCX
143893255,562083,COPPER26JUN1285CE,"COPPER",0,2026-06-23,1285,0.01,1,CE,MCX-OPT,MCX
143893511,562084,COPPER26JUN1290CE,"COPPER",0,2026-06-23,1290,0.01,1,CE,MCX-OPT,MCX
143893767,562085,COPPER26JUN1295CE,"COPPER",0,2026-06-23,1295,0.01,1,CE,MCX-OPT,MCX
143894023,562086,COPPER26JUN1300CE,"COPPER",0,2026-06-23,1300,0.01,1,CE,MCX-OPT,MCX
143894279,562087,COPPER26JUN1305CE,"COPPER",0,2026-06-23,1305,0.01,1,CE,MCX-OPT,MCX
143894535,562088,COPPER26JUN1310CE,"COPPER",0,2026-06-23,1310,0.01,1,CE,MCX-OPT,MCX
143894791,562089,COPPER26JUN1315CE,"COPPER",0,2026-06-23,1315,0.01,1,CE,MCX-OPT,MCX
143895047,562090,COPPER26JUN1320CE,"COPPER",0,2026-06-23,1320,0.01,1,CE,MCX-OPT,MCX
143895303,562091,COPPER26JUN1325CE,"COPPER",0,2026-06-23,1325,0.01,1,CE,MCX-OPT,MCX
143895559,562092,COPPER26JUN1330CE,"COPPER",0,2026-06-23,1330,0.01,1,CE,MCX-OPT,MCX
143895815,562093,COPPER26JUN1335CE,"COPPER",0,2026-06-23,1335,0.01,1,CE,MCX-OPT,MCX
143896071,562094,COPPER26JUN1340CE,"COPPER",0,2026-06-23,1340,0.01,1,CE,MCX-OPT,MCX
143896327,562095,COPPER26JUN1345CE,"COPPER",0,2026-06-23,1345,0.01,1,CE,MCX-OPT,MCX
143896583,562096,COPPER26JUN1350CE,"COPPER",0,2026-06-23,1350,0.01,1,CE,MCX-OPT,MCX
143896839,562097,COPPER26JUN1355CE,"COPPER",0,2026-06-23,1355,0.01,1,CE,MCX-OPT,MCX
143897095,562098,COPPER26JUN1270PE,"COPPER",0,2026-06-23,1270,0.01,1,PE,MCX-OPT,MCX
143897351,562099,COPPER26JUN1265PE,"COPPER",0,2026-06-23,1265,0.01,1,PE,MCX-OPT,MCX
143897607,562100,COPPER26JUN1260PE,"COPPER",0,2026-06-23,1260,0.01,1,PE,MCX-OPT,MCX
143897863,562101,COPPER26JUN1255PE,"COPPER",0,2026-06-23,1255,0.01,1,PE,MCX-OPT,MCX
143898119,562102,COPPER26JUN1250PE,"COPPER",0,2026-06-23,1250,0.01,1,PE,MCX-OPT,MCX
143898375,562103,COPPER26JUN1245PE,"COPPER",0,2026-06-23,1245,0.01,1,PE,MCX-OPT,MCX
143898631,562104,COPPER26JUN1240PE,"COPPER",0,2026-06-23,1240,0.01,1,PE,MCX-OPT,MCX
143898887,562105,COPPER26JUN1235PE,"COPPER",0,2026-06-23,1235,0.01,1,PE,MCX-OPT,MCX
143899143,562106,COPPER26JUN1230PE,"COPPER",0,2026-06-23,1230,0.01,1,PE,MCX-OPT,MCX
143899399,562107,COPPER26JUN1225PE,"COPPER",0,2026-06-23,1225,0.01,1,PE,MCX-OPT,MCX
143899655,562108,COPPER26JUN1220PE,"COPPER",0,2026-06-23,1220,0.01,1,PE,MCX-OPT,MCX
143899911,562109,COPPER26JUN1215PE,"COPPER",0,2026-06-23,1215,0.01,1,PE,MCX-OPT,MCX
143900167,562110,COPPER26JUN1210PE,"COPPER",0,2026-06-23,1210,0.01,1,PE,MCX-OPT,MCX
143900423,562111,COPPER26JUN1205PE,"COPPER",0,2026-06-23,1205,0.01,1,PE,MCX-OPT,MCX
143900679,562112,COPPER26JUN1280PE,"COPPER",0,2026-06-23,1280,0.01,1,PE,MCX-OPT,MCX
143900935,562113,COPPER26JUN1285PE,"COPPER",0,2026-06-23,1285,0.01,1,PE,MCX-OPT,MCX
143901191,562114,COPPER26JUN1290PE,"COPPER",0,2026-06-23,1290,0.01,1,PE,MCX-OPT,MCX
143901447,562115,COPPER26JUN1295PE,"COPPER",0,2026-06-23,1295,0.01,1,PE,MCX-OPT,MCX
143901703,562116,COPPER26JUN1300PE,"COPPER",0,2026-06-23,1300,0.01,1,PE,MCX-OPT,MCX
143901959,562117,COPPER26JUN1305PE,"COPPER",0,2026-06-23,1305,0.01,1,PE,MCX-OPT,MCX
143902215,562118,COPPER26JUN1310PE,"COPPER",0,2026-06-23,1310,0.01,1,PE,MCX-OPT,MCX
143902471,562119,COPPER26JUN1315PE,"COPPER",0,2026-06-23,1315,0.01,1,PE,MCX-OPT,MCX
143902727,562120,COPPER26JUN1320PE,"COPPER",0,2026-06-23,1320,0.01,1,PE,MCX-OPT,MCX
143902983,562121,COPPER26JUN1325PE,"COPPER",0,2026-06-23,1325,0.01,1,PE,MCX-OPT,MCX
143903239,562122,COPPER26JUN1330PE,"COPPER",0,2026-06-23,1330,0.01,1,PE,MCX-OPT,MCX
143903495,562123,COPPER26JUN1335PE,"COPPER",0,2026-06-23,1335,0.01,1,PE,MCX-OPT,MCX
143903751,562124,COPPER26JUN1340PE,"COPPER",0,2026-06-23,1340,0.01,1,PE,MCX-OPT,MCX
143904007,562125,COPPER26JUN1345PE,"COPPER",0,2026-06-23,1345,0.01,1,PE,MCX-OPT,MCX
143904263,562126,COPPER26JUN1350PE,"COPPER",0,2026-06-23,1350,0.01,1,PE,MCX-OPT,MCX
143904519,562127,COPPER26JUN1355PE,"COPPER",0,2026-06-23,1355,0.01,1,PE,MCX-OPT,MCX
144207367,563310,COPPER26JUN1200CE,"COPPER",0,2026-06-23,1200,0.01,1,CE,MCX-OPT,MCX
144207623,563311,COPPER26JUN1200PE,"COPPER",0,2026-06-23,1200,0.01,1,PE,MCX-OPT,MCX
144331783,563796,COPPER26JUN1195CE,"COPPER",0,2026-06-23,1195,0.01,1,CE,MCX-OPT,MCX
144332039,563797,COPPER26JUN1190CE,"COPPER",0,2026-06-23,1190,0.01,1,CE,MCX-OPT,MCX
144332295,563798,COPPER26JUN1185CE,"COPPER",0,2026-06-23,1185,0.01,1,CE,MCX-OPT,MCX
144332551,563799,COPPER26JUN1180CE,"COPPER",0,2026-06-23,1180,0.01,1,CE,MCX-OPT,MCX
144332807,563800,COPPER26JUN1175CE,"COPPER",0,2026-06-23,1175,0.01,1,CE,MCX-OPT,MCX
144333063,563801,COPPER26JUN1195PE,"COPPER",0,2026-06-23,1195,0.01,1,PE,MCX-OPT,MCX
144333319,563802,COPPER26JUN1190PE,"COPPER",0,2026-06-23,1190,0.01,1,PE,MCX-OPT,MCX
144333575,563803,COPPER26JUN1185PE,"COPPER",0,2026-06-23,1185,0.01,1,PE,MCX-OPT,MCX
144333831,563804,COPPER26JUN1180PE,"COPPER",0,2026-06-23,1180,0.01,1,PE,MCX-OPT,MCX
144334087,563805,COPPER26JUN1175PE,"COPPER",0,2026-06-23,1175,0.01,1,PE,MCX-OPT,MCX
144370951,563949,COPPER26JUN1170CE,"COPPER",0,2026-06-23,1170,0.01,1,CE,MCX-OPT,MCX
